comment
Nana tour season 2 please
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1070"">17:50</a> look at those MUSCLES only for Pink Venom 😂😂😂😂😂😂😂😂"
Nunggu Nana tour😂❤
This makes me wanna watch nana tour again🥹🥹
"im here again watching it again, please make another season of Nana Tour to heal their tired body  agiain ❤"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1437"">23:57</a> &quot;your panda became the youngest member of seventeen&quot; 🥹 so cute!!"
가끔보면 조슈아 몸속에 1호선 할배의 영혼이 들어있는거같음ㅋ
i&#39;ve been having multiple mental breakdowns but watching this keeps me sane. thanks Seventeen and Na PD!
"at <a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=80"">1:20</a> minghao said it so cutelyy"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1267"">21:07</a> my favourite part"
พี่คุปส์ โดนพี่คุปส์ตกจากรายการนี้นะคะ รักนะคะ
도겸오빠 너무🤩🤩잘생겼어요❤❤
2025 y volví a ver el programa😅 y no puedo creer que de aquí salió Nana Tour en Italia 😊 DK el más suertudo.
2025 년에 보고 잇는 캐럿 찾스비다^^!
100번 넘게 봐도 또 보고 싶어서 달려오게 되는 출장십오야 세븐틴.. 나를 세상 쾌남 정하니에게 입덕시킨 출장십오야...
"So, were they cast in the show? 😭"
새삼 보다가 느끼는건데 세븐틴이 열심히 쉬지않고 달려온걸 하늘도 알아가지고 뽑을수있게 도와준걸수도 있다는생각이 들었어요🥹
rewatching all the episodes and realizing how amazing destiny and fate is for seventeen 🥹
Dino is cute maknae
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1068"">17:48</a> WHO IS THIS DIVAAAAAA"
이미 여러번 봣는데 아직까지도 보러옵니당🥹💎
when is svt youth over flowers
"Dude, fr like who knew that this was filmed on the same day as my birthday 😅😢"
that’s why pd nah went crazy after HAHAHA. the dance challenge plus youth over flowers? damn they living the dream 😂
i feel bad for scoups and woozi 😭
the never ending dino as drunk dad and seungkwan as the good son lol
dk pink venom and everyone&#39;s reaction was on peak 😂
"lmao i&#39;m wheezing. i&#39;m not even a carat, but joshua&#39;s my bias, and i didn’t realize he’s actually crazy CRAZY. that old-man dance? i’m living for it HAHAHA"
"jeonghan and wonwoo looking absolutely drained 😭😭😭 literally my mood, me and my introvert self at every gathering lol"
귀여워
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=202"">3:22</a> Joshua&#39;s signature &quot;Love Shot&quot; dance was imitated by several Indonesian KRPD (Kpop Random Play Dance) videos"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1055"">17:35</a> DK&#39;s clip-on falls off"
Now i will watch nana tour
..you will fall for Hoshi! <br>he is just adorable in this oversized hoodie
wow it feels so good how they keep cheering up for each other while doing choreography
Honesty i think their group name should be crackheads 😂😂😂😂 they are so crazily funny 😂😂 and dk moment left me 😮😮<br>PD Nim fighting 😂😂
ahhh watching this after watching Nana Tour really made me feel emotional. couldn&#39;t help but cry after DK pulled the paper because it was really nicee to see them cheered while I just watched them had fun in Italy... like imagine if it didn&#39;t happen... what a lucky thing to happened...
rewatching game caterers x svt because it&#39;s nana tour&#39;s anniversary
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=469"">7:49</a> it was BSS ft. Pi choelin"
right now I am sitting infront of my mom and stopping myself from laughing 😂 😂
"I still get goosebumps whenever I watch this episode, and its my 5thh rewatch ngl"
"after this, i will rewatch for the third time “NANA TOUR” again."
"Seungkwan and Hoshi ruling over this game, I love it😂😂"
Pipi gw pgel krna ketawa 😂
Seventeen se merecian ese viaje  . <br>Y asi nacio Nana Tour..un precioso e inolvidable programa❤
"I enjoyed NaNa Tour so much, that i re-watched many times and still enjoyed it. Even  on flights since its made available on SQ. haha..."
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=909"">15:09</a> MBTI &#39;I&#39; 전원우 달리는거 진짜.. ㅋㅋ큐 아 나 이것 땜에 원우 입덕함 ㅎㅎ휴ㅠ"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1151"">19:11</a> 걱걱걱....<br><br><br><br><br><br><br><br><br>솔직히 나 이도겸도 웃긴데 이것도 레일 개웃김 ㅋ큐ㅠ"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1043"">17:23</a> 이도겸 나올 때 내표정...<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1046"">17:26</a>"
hoshi is the best dancer in the industry fr
this whole seventeen episodes are my  therapy session  &lt;3 I cannot thank you enough for Na PD for this wholesome collab with seventeen &lt;3 Thankyou Seventeen
I kept on laughing after seeing Joshua&#39;s dance 😂😂
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1951"">32:31</a>  this part still gives me goosebumps even after years this episode was released and the Nana Tour was released. They&#39;re real lucky guys and they deserve that so much."
5th member of bp❤❤ lee seokmin everyone🎉
"What is the song that played at <a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=2005"">33:25</a>"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=752"">12:32</a> I’M SO OBSESSED WITH HOSHI’S DANCE , HE REALLY HAS THAT NATURAL SWAG"
도겸이 핑크베놈 때문에 웃었는데 마지막 엔딩보고 겁나 웃음ㅋ
SERU BANGET PLSSSS??!! butuh sebong x na pd season 2😭🥹🫵🏻😻🔥
This is so entertaining to watch I love it. I relate to S.Coups and Woozi in this situation. lol
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=204"">3:24</a><br><a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=738"">12:18</a>"
The editors really roasted scoups so much the whole show from the starting when he didn&#39;t know park bo gum 😂
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1950"">32:30</a> OMGGGGGG DK"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1050"">17:30</a> YASS DK!!!"
I laughing so hard when Joshua do his dance
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1009"">16:49</a>, subtittle on Joshua, [He&#39;s sane sometimes]😂😂"
세븐틴 엄청 뜨라고 신이 인도해주는 길 같네 ㅋㅋ
"Thanks to Wonwoo and Dino for writing the Youth over Flower wish &amp; Dk for being super lucky, now we have Nana Tour"
bawling my eyes out when dokyeomiiii pulled it 🥹💎
nana tour s2 jebalyoooo huhu
joshua 🤝 loveshot= ICONIC
little did they know they would be kidnapped right after a whole dome tour and make them cooka da fucking pasta
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1375"">22:55</a> the way the8 is covering vernon is so cute like adorable 😭❤️"
Them being blink evey time is so funny like<br>Seungkwan doing d4 step in another song<br>Jeonghan mentioning lovesick instead of loveshot<br>Dk dancing to pink venom in  another song<br>Dk saying boombayah<br>Dk being 5th member of bp with pink venom dance<br>Jeonghan saying playing with fire because he doesn&#39;t know the actual title <br>Lmao 😂😂😂😂
Seventeen got whole full moon production in this episode! They must have been thinking that we r robbed and must be thanking that sk hoshi give up on their wish 🤣 😅😂
내 아티는 아니지만 늘 너무 보고좋고 재미있고 사랑스럽고 ㅠㅠ
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=176"">2:56</a> 트레저😂"
OMG WHEN THEY PICKED YOUTH OVER FLOWERS I SCREMAED!!
&lt;3 ot 13
到現在還是覺得不可置信😂 碩珉的運氣真的超好❤
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1398"">23:18</a> 디노 왤케 귀여워❤❤❤"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=125"">2:05</a> 슈아 😂😂😂"
Watched many time this . everytime enjoyed.. thanks to our seventeen n thanks to Na pd n their team for this show + best editing ❤❤❤❤❤❤❤
1717171717번째 보는중 ㅋㅋㅋ 이제 대사처럼 다 외웠어
THERE WERE MEANT TO BE IN NANA TOUR .... DESTINY WOWOWOW
이정도면 거의 밥반찬임
"I&#39;ve watched this EP many times, I love it."
Woozi sma scoups cuma buat topping doang 😂😂😂😂
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=295"">4:55</a> just noticed how woozi called coups hyung is so cute HAHAHAHA"
Please do nana tour again but with complete member
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=450"">7:30</a> it&#39;s always BSS feat LEE CHAN😂😂"
THIS WAS THE REASON OF NANA TOUR THAT I&#39;LL FOREVER REWATCH!!!
I&#39;m still here.
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=68"">1:08</a> 이제 나만 믿어요라고 하고 왜 다시 이제 나를 믿어요라고 하는데ㅋㅋㅋㅋㅋ"
혹시 호시 후드티 정보아시는분? ㅠ
when i always finish watching this i definitely go to the nana tour episode
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=784"">13:04</a> hoshi the performance team leader for you. ❤"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=426"">7:06</a> 민규 엌!! 하면서 넥스트레벨 춤 추는거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
와 달방이랑 맞췄는데 칼군무인거 신기하다
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1178"">19:38</a>"
shua is so fuckin weird lmao i love him
selalu suka sama eps ini😂❤
조슈아~~어쩐댜 너무 웃겨~춤 어쩔 배꼽 빠지것네
"Thank you, wonwoo because we had nana tour. Nana tour part 2 when they all finished the enlistment. OT13 nana tour after enlistment. 🧎‍♀️"
The comment ....hybe artist are just mixing sm and yg together 😂😂
Solo quiero saber si el productor Na hizo el reto 😂
porq wonwoo corre como monito roblox
DK😂😂😂😂
제발 조슈아씨제발 술취햇다고 해줘요 제발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠ
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=73"">1:13</a> 저만 이문세인줄 알았나요 ㅋㅋ"
Watching this show for the 10th time I think and seeing how Nana Tour all started from dk picking out the prize and truly seeing how happy all 13 of them look genuinely warms my heart. Thank you so much again Na PD and the whole crew for making NANA tour happen. It definitely healed a part of them and also healed me. I was going through such a hard time last year when this came out and then starting off 2024 with NANA tour was so heartwarming. Now there&#39;s only one month left of 2024 and time has surely flown by but I can&#39;t wait to enter 2025 with seventeen and I genuinely hope you have season 2 of Nana Tour with all 13 members again after they all come back from the military.
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1384"">23:04</a> I love this man so much seriously ❤❤❤❤❤"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=579"">9:39</a> <br>this duo seriously knows how to play this game Hoshi knew he needs to say the name of the singer since he did not know the song name ...they did not repeated the Scopus and Woozi&#39;s mistake 😂😂....other then the.m The8 and Vernon are doing great despite being a foreign line of the group they are very attentive in the game also stealing a lots of opportunities 😂😂😂❤❤"
와 도겸이 진짜 금손이당….
here I am rewatching this cause I miss Juniiiieeee and Hanieee
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=2013"">33:33</a> I love this, JUN grab Dk hands like so sweettttt ❤"
Watching the draw made me a bit sad to see how excited S.coups was 😭🥺 Poor baby
"When i watched it last time i couldn&#39;t guess any songs.<br>This time, i got all of the svt songs and Run BTS... i think I&#39;m graduating from baby Carat level now 😂❤️"
PD nim we carats will be looking forward to SEVENTEEN &quot;youth over flowers&quot; and it&#39;s actually good it&#39;s fun to watch them<br> <br>Actually saw the nana tour*
Its still makes me so sad that Coups couldn&#39;t join them on Nana Tour despite being so happy ☹️<br>I really wish we can have a Nana Tour spin off with all 13 of them in the future 🥹❤️
이석민 그와중에 핑크베놈 댄브 <br>리정 버전으로 외워온거봐
WE NEED NANA TOUR S2!!!! 😭Nana tour was sucha memorable and cozy series for me. I watch it every month...yes. EVERY M O N TH. It&#39;s just that special and close to my heart. I love it when my seventeen have fun and relax however they want to. I would like to take this moment and again thank NA PD for making sucha beautiful series with my svt who work hard everyday!!!!!!!
Plz game catagory with NCT 💚💚💚💚 all mambers
Thank you for this program 🩵🩷 It&#39;s really fun to watch. Everyone is comfortable and happy. 😆❤
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=942"">15:42</a> 원우 반응 진짜 귀욥네…."
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=108"">1:48</a> ㅠㅠㅠㅠㅠㅠㅠㅠㅠ <a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1004"">16:44</a>ㅜㅜㅠ<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1363"">22:43</a>"
Seungcheol was so happy 🥹🥹🥹
나나투어 2편 가즈아!!! 축수상 5관왕🎉🎉🎉🎉🎉
원우가 생각한 아이디어로 나나투어갔군하하하하❤❤❤❤❤ 역쉬
"never bored, the beginning of seventeen&#39;s friendship with na pd"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=956"">15:56</a> 비광 ㅋㅋㅋㅋㅋㅋㅋㅋ 도랐다 진짜 캐웃겨"
"도겸 왜 잘추는건데ㅋㅋㅋㅋ <a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1056"">17:36</a> 부터"
Nonton ini berulang kali seru bangetttt
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=2204"">36:44</a> Scoups is a true leader.. asking DK to take a pic of the &quot;Boys over flower&quot; paper just in case XD"
i watch this again after spill the feels promotion😅🤣
슈아오빠.   오빠는 미친놈이야
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=206"">3:26</a> 아 여기가 제일 좋아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=466"">7:46</a> So this how the collaboration between bss and picheolin started?!"
The rise of the most epic reality show and the friendship between na pd and svt is this!
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=210"">3:30</a> Joshua&#39;s dance will be forever iconic HAHAHAHHAHAHAHA"
Dokyeom&#39;s pink venom dance got me fr! He&#39;s so sassy. He summoned Lisa&#39;s spirit on him HAHHAHAHAHHA
"Im watching this again bc i miss them, really loved how svt so supports each others  like when hoshi, dk and dino dancings,"
it makes me emotional everytime i watch this episode......
어떻게 2번만에 저걸 뽑냐ㅋㅋㅋㅋㅋㅋㅋ 와... 다들 신의 손인가 챌린지랑 힐링예능도 뽑네
Black penom 😭😭😭😭😭😭
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1398"">23:18</a> 디노 뒤로 보이는 원우가 너무 웃기다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 표정봐ㅠㅠㅠㅠ"
s
Comforting my soul with this episodes 😭
다시 보면서 느끼는 건데 ㅋㅋㅋ 애들 리액션 다시 딴 장면 애들끼리 서로 아끼고 귀여워 하는거 보이니까 그거 도리어 보는 사람이 더 사랑스러워져서 pd 님들도 그런 기분 느껴서 넣어주신 것 같음 ㅋㅋㅋㅋㅋ😊😊
머글입니다. 이분들 왜 이렇게 웃깁니까. 나도 모르게 입벌리고 웃고 있어ㅇㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
"Wonu wrote it Dk draw it, <br>Joshi wrote it Hannie draw it,<br>Twin telepathy is scary 😅"
DK SLAYED THIS EPISODE
쿱스 저렇게 좋아했는데 진짜 아깝다 ㅠㅠㅠㅠㅠㅠ
Still watching DK&#39;s iconic PINK VENOM. I just love him! :)
I don&#39;t know who to love more. They are all so cute
"Coming back here, i desperately need another travel trip with na pd and seventeen 😭😭 look how excited seungcheol is. I need him to be able to go"
Joshua&#39;s dance 🤣
Truly I&#39;ve watch love shot song so many times but i don&#39;t really remember the original dance i always remember joshua version😂😂
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8"">00:00</a>"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=531"">8:51</a>"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=2093"">34:53</a> 진짜 너무 귀여ㅂ다"
"So thanks to Dino and Wonwoo, we got the healing show that is NANA TOUR."
"wah still love this. the best episode thank u nah pdnim, its been a year i still cant get enough watching sebongs being goofy😍😍😍😍😍😍😍"
승관아 <br>너 없는 예능 상상이 안 된다 ㅋㅋㅋ<br>최고다 최고
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1990"">33:10</a> 애들 행복해 하는데 뭔가 되게 울컥했음"
다시 봐도 꽃청춘을 뽑았던 그 순간 기뻐하는 세븐틴의 모습이 참 보기 좋네요. 덕분에 나나투어 즐겁게 시청했습니다.❤
이도겸 실용무용과 출신이라 그런지 춤이 진짜 쫀득하다ㅠㅠ 존멋
hoshi and dino energy are just wholesome
"whats the background song at <a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1980"">33:00</a> ?"
😂😂😂😂😂😂🎉
Coming here again just to tell everyone that wonwoo was the one who wrote youth over flowers nd dk was the one who draw that wish nd na pd nd shin pd nd their staff was the gone who make it possible to bring them on nana tour hybe has nothing to do with this hybe didn&#39;t do anything 😭 they just wanted to break na pd&#39;s relationship with seventeen
Svt : struggling to get the questions<br>Meanwhile D.K: being a wholesome BP fan<br>And jeonghan : chaotic mess😂😂
매번 볼 때마다 너무 좋아❤️
I watch this ep on repeat..like 100 times😁😍 i dont thnk i will ever gt bored of..i love it so much❤
The start of Na PD &amp; Seventeen’s friendship ♡
호시 옆에 헬스 자전거가 난 웃기단 말야ㅋㅋㅋㅋ
다시 또 보고있는데 서로서로가 너무 좋아하는것같아서 보기좋음❤
No words can express how much thankful i am for bringing Seventeen to youth over flowers😩 it&#39;s such a healing show and i got to see the other side of them and how much they deserved and enjoy that show huhu🤧 I LOVE YOU PD NAH AND THE REST OF THE TEAM!!!!🙆🏼‍♀️💋
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1245"">20:45</a> 쿱스 너무 귀엽다 ㅋㅋ"
"THANK YOU SEVENTEEN, NA PD AND SHIN PD FOR GIVING US NANA TOUR!"
&quot;we always keep our promises&quot; and he did! What if that was my last straw NA PD!
Just fyi! this video has 17M views✨
rewatching the birth of nana tour 🥹🫶 season 2 juseyooooo (once they&#39;re complete &gt;&lt;)
this game caterers is such a blessing for seventeen and carats because this gave us Nana Tour 😭 I&#39;ll never get tired of rewatching this over and over. thank you Na PD and team for granting the boys&#39; wishes 🥹💖
Lim young woong - trust in me<br>Exo - love shot<br>Infinite - be mine<br>Dynamic duo - Ring My bell<br>Hyuna - I&#39;m not cool<br>Apink- Luv
I really loved listening to dk along the song 🥹
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1334"">22:14</a>"
I will always be grateful to this show. How the stars aligned for Seventeen and met Na PD
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=80"">1:20</a> 😊❤❤❤❤❤❤😂😂😂😂😂😂"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1950"">32:30</a> Watching this again and seeing coups being so excited about the trip but not able to join is heartbreaking and I remember he also said in its2 that he wants to do a s3 if possible. I hope when they’re done w/ military they will be able to go again w/ 13 members"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=79"">1:19</a> 명호 ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=704"">11:44</a><br><a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=720"">12:00</a><br><a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=735"">12:15</a><br><a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=750"">12:30</a>"
아직도 봄… 우리 소듕한 완전체ㅠㅠ
WOOZI SMILE IS SO SWEET
So wait this was the show about nana tour.bruh i am so late
명호 아아아 겁나 귀엽네
"my heart still breaks whenever i watch how happy cheol is when dk picked youth over flowers, oh god. i hope they can go as 13 members on nana tour after their military enlistment ❤️‍🩹"
우징이 진짜 작고 소듕한 존재...❤<br>우지왜케 귀엽냐ㅜㅜ
아ㅜ 착한 세봉이들 자체편집 한거 그대로 내보내주신게 십오야 제작진들이 좋은 이유고 나피디님이 좋은 이유임.... 편집 할 수도 있도 애들도 편집하라고 한거를 냅다 미담만들기 해주신게 너무 고맙고 애들 아껴주는게 느껴져서 너무좋아... 그래서 내 돌이 아니여도 십오야는 챙겨보게 되는듯..
와 호시 달려라 방탄 진짜 퍼포수장인게 확 느껴지네
I’ve watched DK’s Pink Venom too much 😂iconic 🙌🏾
What happen to Joshua?❤❤
Joshua is just too cute
"Jeonghan wanted the Dyson , and Scoups bought it for him 😭"
It was destined to be literally 💌
Boo so cute when vernon said &#39;sit&#39; to him 😆🍊
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=94"">01:34</a> <a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1420"">23:40</a>"
"This is my 3rd time watching this and it&#39;s still as funny as I 1st watched it <a href=""UCkszU2WH9gy1mb0dV-11UJg/jPgfY5j2IIud29sP3ZeA4Ag""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/jPgfY5j2IIud29sP3ZeA4Ag""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/jPgfY5j2IIud29sP3ZeA4Ag""></a>"
이런건 이제 1700만회로 고쳐줍시다.ㅎㅎ
SEVENTEEN keeps mixing up SM and YGㅋㅋ
WOnwoo and DK the brothers by soul
WONWWOOOOOOOOOOOOOOOOOOO
the crazy tri definitely deserves the mph award
"Woozi and Scoups, team isolating myself from the outside world"
DK born to be blackpinks main slayer forced to be a member of a bunch of crazy people
seungkwan and hoshi the if u dance i dance too
BSS-Dino
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1953"">32:33</a> selalu merinding pas liat bagian ini, tangannya dika wangii bangett..😭"
The way S.coups walked over to Boo. Love them.
jun is absolutely right. it&#39;s meant to be. their fate. they all absolutely needed that time off and just enjoy themselves after what they all went through. 😭
이러고 쿱스는못간 썰 ㅋㅋ
𝖡.𝖲 : 𝖣𝖺𝗇𝖼𝖾<br>𝖲 : 𝖲𝗂𝗇𝗀<br>😂
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1159"">19:19</a> 이 부분 명호 너무 좋음 ㅜㅠ"
ナナツアー見てこれ見に来てナナツアー見てこれ見ての繰り返し😂
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1377"">22:57</a> Minghao covering Vernon<br><a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1949"">32:29</a> The historic moment"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1015"">16:55</a> - <a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1180"">19:40</a> ❤"
Rewatching this because it became my comfort variety show of svt
❤❤❤
&#39;do you want gold?&#39; DINOOOOOO TT HAHAHAHA
Is their Youth over flowers progran called nana tour with seventeen?
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=426"">7:06</a> not mingyu cheating by showing jeonghan the next level dance"
ㄴㄷㅅㄷㄴㅎㄷㅈㄷㄴㅇㄹㄷㅅ
"No matter how many times i rewatch this, they never fail to make me laugh..especially Joshua&#39;s iconic legendary love shot dance🤣"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=1951"">32:31</a> 머이리 초딩같냐 ㅋㅋㅋ 겁나 기여워 ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=81"">1:21</a> so cute the way the8 say Lim Young Woong"
1일1십오야 실천중❤
도겸아 넘 귀여워 ❤
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=630"">10:30</a> 지락실..?"
I genuinely cried so hard at this :(
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=501"">8:21</a> 대선 방송 ㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=734"">12:14</a> 진짜호시춤은마친거다"
"<a href=""https://www.youtube.com/watch?v=UF0JiR3oTH8&amp;t=149"">2:29</a> What dance was dino talking about? Can someone let me know"
Mfs starved themselves and got a nana tour
호시가 진짜 춤을 잘 추네……
이래서 나나투어랑 손오공 챌린지가 😂😂😂
Ratata dk is iconic😂😂
